datetime,low,total_turnover,high,open,open_interest,volume,close,trading_date,sid
2019-10-15 09:31:00,0.0561,17658.0,0.0591,0.057,17916.0,31.0,0.0591,2019-10-15,10001841
2019-10-15 09:32:00,0.0566,74812.0,0.0591,0.0591,18012.0,130.0,0.0584,2019-10-15,10001841
2019-10-15 09:33:00,0.0576,26060.0,0.0584,0.0576,18043.0,45.0,0.0584,2019-10-15,10001841
2019-10-15 09:34:00,0.0572,25403.0,0.0584,0.0584,18044.0,44.0,0.0577,2019-10-15,10001841
2019-10-15 09:35:00,0.0576,28849.0,0.057999999999999996,0.0577,18045.0,50.0,0.057999999999999996,2019-10-15,10001841
2019-10-15 09:36:00,0.057,35802.0,0.0582,0.057999999999999996,18069.0,62.0,0.0572,2019-10-15,10001841
2019-10-15 09:37:00,0.0572,1726.0,0.0576,0.0572,18069.0,3.0,0.0575,2019-10-15,10001841
2019-10-15 09:38:00,0.0564,51518.0,0.0574,0.0574,18046.0,91.0,0.0566,2019-10-15,10001841
2019-10-15 09:39:00,0.055999999999999994,74328.0,0.0566,0.0566,18056.0,132.0,0.055999999999999994,2019-10-15,10001841
2019-10-15 09:40:00,0.055999999999999994,5080.0,0.0566,0.055999999999999994,18058.0,9.0,0.0565,2019-10-15,10001841
2019-10-15 09:41:00,0.0558,15753.0,0.0565,0.0565,18059.0,28.0,0.0558,2019-10-15,10001841
2019-10-15 09:42:00,0.055,52541.0,0.0558,0.0558,18057.0,95.0,0.055,2019-10-15,10001841
2019-10-15 09:43:00,0.055,5062.0,0.0562,0.055,18058.0,9.0,0.0562,2019-10-15,10001841
2019-10-15 09:44:00,0.0552,14950.0,0.0562,0.0562,18061.0,27.0,0.0552,2019-10-15,10001841
2019-10-15 09:45:00,0.0552,3317.0,0.0553,0.0552,18067.0,6.0,0.0552,2019-10-15,10001841
2019-10-15 09:46:00,0.0552,31340.0,0.055999999999999994,0.0552,18106.0,56.0,0.0558,2019-10-15,10001841
2019-10-15 09:47:00,0.055,76965.0,0.0558,0.0558,18143.0,139.0,0.0554,2019-10-15,10001841
2019-10-15 09:48:00,0.0553,17303.0,0.0559,0.0554,18114.0,31.0,0.0559,2019-10-15,10001841
2019-10-15 09:49:00,0.0556,39137.0,0.0564,0.0559,18054.0,70.0,0.0564,2019-10-15,10001841
2019-10-15 09:50:00,0.0555,103617.0,0.0568,0.0568,17899.0,184.0,0.0555,2019-10-15,10001841
2019-10-15 09:51:00,0.0562,50849.0,0.0567,0.0566,17817.0,90.0,0.0564,2019-10-15,10001841
2019-10-15 09:52:00,0.0562,23096.0,0.0566,0.0564,17807.0,41.0,0.0562,2019-10-15,10001841
2019-10-15 09:53:00,0.0562,46276.0,0.0566,0.0562,17744.0,82.0,0.0563,2019-10-15,10001841
2019-10-15 09:54:00,0.0559,56074.0,0.0561,0.055999999999999994,17680.0,100.0,0.0559,2019-10-15,10001841
2019-10-15 09:55:00,0.0559,20710.0,0.055999999999999994,0.0559,17669.0,37.0,0.055999999999999994,2019-10-15,10001841
2019-10-15 09:56:00,0.0559,29099.0,0.055999999999999994,0.055999999999999994,17706.0,52.0,0.0559,2019-10-15,10001841
2019-10-15 09:57:00,0.0552,48175.0,0.0559,0.0559,17710.0,87.0,0.0552,2019-10-15,10001841
2019-10-15 09:58:00,0.0546,36876.0,0.0552,0.0552,17759.0,67.0,0.0548,2019-10-15,10001841
2019-10-15 09:59:00,0.0547,19215.0,0.055,0.0548,17739.0,35.0,0.055,2019-10-15,10001841
2019-10-15 10:00:00,0.055,22740.0,0.0555,0.055,17765.0,41.0,0.055,2019-10-15,10001841
2019-10-15 10:01:00,0.055,4416.0,0.0553,0.055,17766.0,8.0,0.0553,2019-10-15,10001841
2019-10-15 10:02:00,0.055,7721.0,0.0553,0.0552,17766.0,14.0,0.055,2019-10-15,10001841
2019-10-15 10:03:00,0.055,0.0,0.055,0.055,17766.0,0.0,0.055,2019-10-15,10001841
2019-10-15 10:04:00,0.055,0.0,0.055,0.055,17766.0,0.0,0.055,2019-10-15,10001841
2019-10-15 10:05:00,0.055,4430.0,0.0555,0.055,17765.0,8.0,0.0555,2019-10-15,10001841
2019-10-15 10:06:00,0.0555,2221.0,0.0556,0.0555,17765.0,4.0,0.0555,2019-10-15,10001841
2019-10-15 10:07:00,0.0547,1641.0,0.0555,0.0555,17765.0,3.0,0.0547,2019-10-15,10001841
2019-10-15 10:08:00,0.0547,11487.0,0.0547,0.0547,17766.0,21.0,0.0547,2019-10-15,10001841
2019-10-15 10:09:00,0.0547,2197.0,0.055,0.0547,17770.0,4.0,0.0549,2019-10-15,10001841
2019-10-15 10:10:00,0.0549,13774.0,0.0551,0.0549,17794.0,25.0,0.0551,2019-10-15,10001841
2019-10-15 10:11:00,0.0551,17778.0,0.0559,0.0551,17794.0,32.0,0.0556,2019-10-15,10001841
2019-10-15 10:12:00,0.0553,8923.0,0.0558,0.0556,17795.0,16.0,0.0558,2019-10-15,10001841
2019-10-15 10:13:00,0.0557,557.0,0.0558,0.0558,17796.0,1.0,0.0557,2019-10-15,10001841
2019-10-15 10:14:00,0.0557,5580.0,0.0558,0.0557,17796.0,10.0,0.0558,2019-10-15,10001841
2019-10-15 10:15:00,0.0557,107117.0,0.0565,0.055999999999999994,17849.0,191.0,0.0565,2019-10-15,10001841
2019-10-15 10:16:00,0.055999999999999994,65775.0,0.0567,0.0565,17840.0,117.0,0.0562,2019-10-15,10001841
2019-10-15 10:17:00,0.0561,51153.0,0.0563,0.0562,17927.0,91.0,0.0562,2019-10-15,10001841
2019-10-15 10:18:00,0.0562,0.0,0.0562,0.0562,17927.0,0.0,0.0562,2019-10-15,10001841
2019-10-15 10:19:00,0.0562,1125.0,0.0563,0.0562,17927.0,2.0,0.0563,2019-10-15,10001841
2019-10-15 10:20:00,0.0563,11260.0,0.0563,0.0563,17927.0,20.0,0.0563,2019-10-15,10001841
2019-10-15 10:21:00,0.0559,35332.0,0.0563,0.0563,17965.0,63.0,0.055999999999999994,2019-10-15,10001841
2019-10-15 10:22:00,0.055999999999999994,17471.0,0.0567,0.055999999999999994,17968.0,31.0,0.0567,2019-10-15,10001841
2019-10-15 10:23:00,0.0567,18162.0,0.0568,0.0567,17958.0,32.0,0.0568,2019-10-15,10001841
2019-10-15 10:24:00,0.0568,1710.0,0.057,0.0568,17957.0,3.0,0.057,2019-10-15,10001841
2019-10-15 10:25:00,0.057,36602.0,0.0575,0.057,17982.0,64.0,0.0571,2019-10-15,10001841
2019-10-15 10:26:00,0.057,6279.0,0.0572,0.0571,17983.0,11.0,0.0572,2019-10-15,10001841
2019-10-15 10:27:00,0.0569,36475.0,0.0572,0.0572,18002.0,64.0,0.057,2019-10-15,10001841
2019-10-15 10:28:00,0.057,10260.0,0.057,0.057,18018.0,18.0,0.057,2019-10-15,10001841
2019-10-15 10:29:00,0.057,0.0,0.057,0.057,18018.0,0.0,0.057,2019-10-15,10001841
2019-10-15 10:30:00,0.057,15960.0,0.057,0.057,18046.0,28.0,0.057,2019-10-15,10001841
2019-10-15 10:31:00,0.0561,39600.0,0.057,0.057,18071.0,70.0,0.0562,2019-10-15,10001841
2019-10-15 10:32:00,0.0562,0.0,0.0562,0.0562,18071.0,0.0,0.0562,2019-10-15,10001841
2019-10-15 10:33:00,0.0562,0.0,0.0562,0.0562,18071.0,0.0,0.0562,2019-10-15,10001841
2019-10-15 10:34:00,0.0558,3918.0,0.0562,0.0562,18077.0,7.0,0.0558,2019-10-15,10001841
2019-10-15 10:35:00,0.0558,0.0,0.0558,0.0558,18077.0,0.0,0.0558,2019-10-15,10001841
2019-10-15 10:36:00,0.0558,2806.0,0.0562,0.0558,18077.0,5.0,0.0561,2019-10-15,10001841
2019-10-15 10:37:00,0.0561,2805.0,0.0561,0.0561,18082.0,5.0,0.0561,2019-10-15,10001841
2019-10-15 10:38:00,0.0561,3382.0,0.0564,0.0561,18088.0,6.0,0.0564,2019-10-15,10001841
2019-10-15 10:39:00,0.0562,3377.0,0.0564,0.0564,18094.0,6.0,0.0562,2019-10-15,10001841
2019-10-15 10:40:00,0.0558,58665.0,0.0562,0.0562,18064.0,105.0,0.0559,2019-10-15,10001841
2019-10-15 10:41:00,0.0559,8415.0,0.0561,0.0559,18064.0,15.0,0.0561,2019-10-15,10001841
2019-10-15 10:42:00,0.0559,11180.0,0.0561,0.0561,18044.0,20.0,0.0559,2019-10-15,10001841
2019-10-15 10:43:00,0.0558,30225.0,0.0563,0.0559,18044.0,54.0,0.055999999999999994,2019-10-15,10001841
2019-10-15 10:44:00,0.0555,22342.0,0.055999999999999994,0.055999999999999994,18054.0,40.0,0.0555,2019-10-15,10001841
2019-10-15 10:45:00,0.0555,5011.0,0.0558,0.0555,18050.0,9.0,0.0557,2019-10-15,10001841
2019-10-15 10:46:00,0.0557,7842.0,0.0566,0.0557,18050.0,14.0,0.0566,2019-10-15,10001841
2019-10-15 10:47:00,0.0566,34020.0,0.0568,0.0566,18080.0,60.0,0.0566,2019-10-15,10001841
2019-10-15 10:48:00,0.0566,24974.0,0.0569,0.0566,18093.0,44.0,0.0567,2019-10-15,10001841
2019-10-15 10:49:00,0.0562,45165.0,0.0567,0.0566,18093.0,80.0,0.0563,2019-10-15,10001841
2019-10-15 10:50:00,0.0563,0.0,0.0563,0.0563,18093.0,0.0,0.0563,2019-10-15,10001841
2019-10-15 10:51:00,0.0563,2815.0,0.0563,0.0563,18093.0,5.0,0.0563,2019-10-15,10001841
2019-10-15 10:52:00,0.0563,0.0,0.0563,0.0563,18093.0,0.0,0.0563,2019-10-15,10001841
2019-10-15 10:53:00,0.0559,2242.0,0.0563,0.0563,18089.0,4.0,0.0559,2019-10-15,10001841
2019-10-15 10:54:00,0.0559,2800.0,0.055999999999999994,0.0559,18084.0,5.0,0.055999999999999994,2019-10-15,10001841
2019-10-15 10:55:00,0.055999999999999994,0.0,0.055999999999999994,0.055999999999999994,18084.0,0.0,0.055999999999999994,2019-10-15,10001841
2019-10-15 10:56:00,0.055999999999999994,0.0,0.055999999999999994,0.055999999999999994,18084.0,0.0,0.055999999999999994,2019-10-15,10001841
