,datetime,trading_date,high,total_turnover,volume,open_interest,open,close,low,sid,de_listed_date,maturity_date,option_type,strike_price,listed_date
0,2017-10-17 09:31:00,2017-10-17,0.0948,60118.0,64.0,17447.0,0.0927,0.0944,0.0921,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
1,2017-10-17 09:32:00,2017-10-17,0.0964,14372.0,15.0,17450.0,0.0944,0.0964,0.0944,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
2,2017-10-17 09:33:00,2017-10-17,0.0964,5674.0,6.0,17450.0,0.0964,0.094,0.094,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
3,2017-10-17 09:34:00,2017-10-17,0.0952,10393.0,11.0,17449.0,0.094,0.0952,0.094,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
4,2017-10-17 09:35:00,2017-10-17,0.0952,1901.0,2.0,17447.0,0.0952,0.0951,0.095,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
5,2017-10-17 09:36:00,2017-10-17,0.0954,10494.0,11.0,17446.0,0.0951,0.0954,0.0951,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
6,2017-10-17 09:37:00,2017-10-17,0.0954,946.0,1.0,17446.0,0.0954,0.0946,0.0946,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
7,2017-10-17 09:38:00,2017-10-17,0.0946,0.0,0.0,17446.0,0.0946,0.0946,0.0946,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
8,2017-10-17 09:39:00,2017-10-17,0.0946,-73871.0,-78.0,17453.0,0.0946,0.094,0.094,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
9,2017-10-17 09:40:00,2017-10-17,0.094,2820.0,3.0,17452.0,0.094,0.094,0.094,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
10,2017-10-17 09:41:00,2017-10-17,0.0943,78578.0,83.0,17452.0,0.094,0.0943,0.094,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
11,2017-10-17 09:42:00,2017-10-17,0.0943,3768.0,4.0,17452.0,0.0943,0.0942,0.0942,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
12,2017-10-17 09:43:00,2017-10-17,0.0942,7471.0,8.0,17453.0,0.0942,0.0935,0.0928,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
13,2017-10-17 09:44:00,2017-10-17,0.0941,6548.0,7.0,17454.0,0.0935,0.0934,0.0933,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
14,2017-10-17 09:45:00,2017-10-17,0.0934,52070.0,56.0,17476.0,0.0934,0.093,0.0929,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
15,2017-10-17 09:46:00,2017-10-17,0.093,14866.0,16.0,17490.0,0.093,0.0929,0.0929,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
16,2017-10-17 09:47:00,2017-10-17,0.0929,3712.0,4.0,17490.0,0.0929,0.0928,0.0928,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
17,2017-10-17 09:48:00,2017-10-17,0.0928,0.0,0.0,17490.0,0.0928,0.0928,0.0928,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
18,2017-10-17 09:49:00,2017-10-17,0.0928,8347.0,9.0,17495.0,0.0928,0.0927,0.0927,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
19,2017-10-17 09:50:00,2017-10-17,0.093,11113.0,12.0,17492.0,0.0927,0.0927,0.0925,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
20,2017-10-17 09:51:00,2017-10-17,0.093,15726.0,17.0,17487.0,0.0927,0.0924,0.0924,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
21,2017-10-17 09:52:00,2017-10-17,0.0924,16599.0,18.0,17492.0,0.0924,0.0919,0.0919,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
22,2017-10-17 09:53:00,2017-10-17,0.0919,11870.0,13.0,17495.0,0.0919,0.0912,0.0912,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
23,2017-10-17 09:54:00,2017-10-17,0.0912,9911.0,11.0,17500.0,0.0912,0.0901,0.0901,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
24,2017-10-17 09:55:00,2017-10-17,0.0906,49565.0,55.0,17521.0,0.0906,0.0902,0.09,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
25,2017-10-17 09:56:00,2017-10-17,0.0905,29828.0,33.0,17516.0,0.0902,0.0904,0.0902,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
26,2017-10-17 09:57:00,2017-10-17,0.0905,13562.0,15.0,17512.0,0.0904,0.0905,0.0904,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
27,2017-10-17 09:58:00,2017-10-17,0.0907,5437.0,6.0,17512.0,0.0905,0.0907,0.0905,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
28,2017-10-17 09:59:00,2017-10-17,0.0907,12612.0,14.0,17511.0,0.0907,0.09,0.09,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
29,2017-10-17 10:00:00,2017-10-17,0.09,16065.0,18.0,17514.0,0.09,0.0893,0.0892,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
30,2017-10-17 10:01:00,2017-10-17,0.0893,16007.0,18.0,17531.0,0.0893,0.0888,0.0888,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
31,2017-10-17 10:02:00,2017-10-17,0.0888,2654.0,3.0,17528.0,0.0888,0.0886,0.0882,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
32,2017-10-17 10:03:00,2017-10-17,0.0886,12396.0,14.0,17514.0,0.0886,0.0886,0.0883,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
33,2017-10-17 10:04:00,2017-10-17,0.0886,7079.0,8.0,17517.0,0.0886,0.0882,0.0882,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
34,2017-10-17 10:05:00,2017-10-17,0.0882,881.0,1.0,17518.0,0.0882,0.0881,0.0881,10000959,2017-12-27,2017-12-27,C,2.7,2017-07-14
